Player Name;SteamID64;Weapon Class;Purchased Count;Dropped Count;Picked Up From Teammate;Total Shots Fired;Total Hits Registered;Total Misses;Total Kills;Headshot Kills;Headshot/Kills Ratio
EmiliaQAQ;76561198816731401;Tec-9;18;0;0;84;13;71;6;1;16.67%
EmiliaQAQ;76561198816731401;P250;1;0;0;0;0;0;0;0;0.00%
EmiliaQAQ;76561198816731401;AWP;7;0;0;0;0;0;0;0;0.00%
EmiliaQAQ;76561198816731401;MAC-10;9;0;0;60;7;53;2;0;0.00%
EmiliaQAQ;76561198816731401;AK-47;45;0;0;538;80;458;27;18;66.67%
EmiliaQAQ;76561198816731401;C4;42;0;0;0;0;0;0;0;0.00%
EmiliaQAQ;76561198816731401;M4A4;27;0;0;278;56;222;20;10;50.00%
EmiliaQAQ;76561198816731401;Knife;99;0;0;125;0;125;0;0;0.00%
EmiliaQAQ;76561198816731401;Five-SeveN;4;0;0;20;4;16;3;2;66.67%
EmiliaQAQ;76561198816731401;MP9;9;0;0;47;10;37;1;1;100.00%
EmiliaQAQ;76561198816731401;UMP-45;1;0;0;0;0;0;0;0;0.00%
EmiliaQAQ;76561198816731401;FAMAS;2;0;0;13;2;11;0;0;0.00%
EmiliaQAQ;76561198816731401;HE Grenade;87;0;0;48;21;27;0;0;0.00%
EmiliaQAQ;76561198816731401;Molotov;71;0;0;48;3;45;1;0;0.00%
EmiliaQAQ;76561198816731401;Decoy Grenade;1;0;0;0;0;0;0;0;0.00%
EmiliaQAQ;76561198816731401;USP-S;37;0;0;54;9;45;2;2;100.00%
EmiliaQAQ;76561198816731401;Smoke Grenade;127;0;0;70;1;69;0;0;0.00%
EmiliaQAQ;76561198816731401;World;0;0;0;0;0;0;2;0;0.00%
EmiliaQAQ;76561198816731401;Galil AR;9;0;0;44;6;38;3;1;33.33%
EmiliaQAQ;76561198816731401;Flashbang;212;0;0;65;0;65;0;0;0.00%
EmiliaQAQ;76561198816731401;M4A1;11;0;0;62;12;50;5;4;80.00%
EmiliaQAQ;76561198816731401;Glock-18;69;0;0;113;25;88;4;3;75.00%
EmiliaQAQ;76561198816731401;Dual Berettas;4;0;0;21;2;19;1;1;100.00%
EmiliaQAQ;76561198816731401;Incendiary Grenade;41;0;0;21;4;17;1;0;0.00%
westmelon;76561198107240040;Glock-18;61;0;0;77;11;66;6;5;83.33%
westmelon;76561198107240040;MAC-10;6;0;0;143;29;114;7;2;28.57%
westmelon;76561198107240040;P250;3;0;0;11;0;11;0;0;0.00%
westmelon;76561198107240040;Decoy Grenade;1;0;0;1;0;1;0;0;0.00%
westmelon;76561198107240040;Smoke Grenade;163;0;0;102;5;97;0;0;0.00%
westmelon;76561198107240040;World;0;0;0;0;0;0;3;0;0.00%
westmelon;76561198107240040;Flashbang;212;0;0;106;0;106;0;0;0.00%
westmelon;76561198107240040;M4A4;28;0;0;330;67;263;27;13;48.15%
westmelon;76561198107240040;Incendiary Grenade;39;0;0;30;3;27;0;0;0.00%
westmelon;76561198107240040;Desert Eagle;6;0;0;6;2;4;1;1;100.00%
westmelon;76561198107240040;MP9;6;0;0;68;15;53;1;0;0.00%
westmelon;76561198107240040;Dual Berettas;1;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;AK-47;44;0;0;370;52;318;16;9;56.25%
westmelon;76561198107240040;C4;46;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;USP-S;42;0;0;48;5;43;4;4;100.00%
westmelon;76561198107240040;Five-SeveN;5;0;0;42;7;35;3;2;66.67%
westmelon;76561198107240040;Tec-9;12;0;0;40;5;35;1;1;100.00%
westmelon;76561198107240040;AWP;2;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;Molotov;62;0;0;51;10;41;1;0;0.00%
westmelon;76561198107240040;M4A1;2;0;0;28;0;28;0;0;0.00%
westmelon;76561198107240040;Defuse Kit;16;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;Kevlar Vest;27;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;Galil AR;11;0;0;160;9;151;3;2;66.67%
westmelon;76561198107240040;Knife;95;0;0;193;0;193;0;0;0.00%
westmelon;76561198107240040;Kevlar + Helmet;59;0;0;0;0;0;0;0;0.00%
westmelon;76561198107240040;HE Grenade;87;0;0;64;27;37;0;0;0.00%
Lake;76561198337484196;Smoke Grenade;141;0;0;73;1;72;0;0;0.00%
Lake;76561198337484196;FAMAS;3;0;0;32;10;22;2;0;0.00%
Lake;76561198337484196;Defuse Kit;35;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;AWP;9;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;MP9;6;0;0;71;11;60;4;1;25.00%
Lake;76561198337484196;M4A1;39;0;0;940;86;854;29;11;37.93%
Lake;76561198337484196;Tec-9;5;0;0;19;1;18;0;0;0.00%
Lake;76561198337484196;Molotov;66;0;0;45;5;40;0;0;0.00%
Lake;76561198337484196;Incendiary Grenade;71;0;0;54;1;53;1;0;0.00%
Lake;76561198337484196;Decoy Grenade;2;0;0;1;0;1;0;0;0.00%
Lake;76561198337484196;MAC-10;6;0;0;30;9;21;2;1;50.00%
Lake;76561198337484196;Desert Eagle;2;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;C4;44;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;USP-S;53;0;0;48;6;42;5;5;100.00%
Lake;76561198337484196;Galil AR;6;0;0;90;14;76;4;1;25.00%
Lake;76561198337484196;Dual Berettas;4;0;0;15;2;13;0;0;0.00%
Lake;76561198337484196;Zeus x27;1;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;Five-SeveN;2;0;0;1;0;1;0;0;0.00%
Lake;76561198337484196;M4A4;10;0;0;221;23;198;8;4;50.00%
Lake;76561198337484196;HE Grenade;150;0;0;108;39;69;0;0;0.00%
Lake;76561198337484196;Kevlar + Helmet;66;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;World;0;0;0;0;0;0;3;0;0.00%
Lake;76561198337484196;Flashbang;154;0;0;77;0;77;0;0;0.00%
Lake;76561198337484196;Knife;102;0;0;177;0;177;0;0;0.00%
Lake;76561198337484196;AK-47;53;0;0;769;136;633;50;25;50.00%
Lake;76561198337484196;Kevlar Vest;54;0;0;0;0;0;0;0;0.00%
Lake;76561198337484196;Glock-18;56;0;0;80;13;67;5;3;60.00%
Swisher;76561198183003671;Flashbang;252;0;0;100;0;100;0;0;0.00%
Swisher;76561198183003671;Knife;104;0;0;78;0;78;0;0;0.00%
Swisher;76561198183003671;Five-SeveN;6;0;0;10;4;6;1;1;100.00%
Swisher;76561198183003671;Incendiary Grenade;79;0;0;68;4;64;0;0;0.00%
Swisher;76561198183003671;Dual Berettas;4;0;0;47;11;36;5;4;80.00%
Swisher;76561198183003671;AWP;9;0;0;1;0;1;0;0;0.00%
Swisher;76561198183003671;Galil AR;5;0;0;72;16;56;5;3;60.00%
Swisher;76561198183003671;MAC-10;3;0;0;35;5;30;1;0;0.00%
Swisher;76561198183003671;Kevlar + Helmet;60;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;World;0;0;0;0;0;0;1;0;0.00%
Swisher;76561198183003671;AK-47;50;0;0;793;103;690;46;27;58.70%
Swisher;76561198183003671;HE Grenade;128;0;0;102;47;55;0;0;0.00%
Swisher;76561198183003671;Defuse Kit;28;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;Tec-9;13;0;0;68;17;51;8;3;37.50%
Swisher;76561198183003671;Desert Eagle;1;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;MP9;9;0;0;149;33;116;8;3;37.50%
Swisher;76561198183003671;C4;34;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;Molotov;73;0;0;64;4;60;0;0;0.00%
Swisher;76561198183003671;FAMAS;4;0;0;47;12;35;4;2;50.00%
Swisher;76561198183003671;USP-S;46;0;0;35;0;35;0;0;0.00%
Swisher;76561198183003671;Kevlar Vest;53;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;Zeus x27;1;0;0;1;0;1;0;0;0.00%
Swisher;76561198183003671;Smoke Grenade;161;0;0;101;1;100;0;0;0.00%
Swisher;76561198183003671;Glock-18;61;0;0;54;10;44;4;2;50.00%
Swisher;76561198183003671;M4A1;38;0;0;694;105;589;35;13;37.14%
Swisher;76561198183003671;Decoy Grenade;5;0;0;0;0;0;0;0;0.00%
Swisher;76561198183003671;M4A4;2;0;0;56;3;53;0;0;0.00%
Swisher;76561198183003671;P250;2;0;0;9;4;5;0;0;0.00%
NEKiZ;76561198036884160;Molotov;23;0;0;12;4;8;1;0;0.00%
NEKiZ;76561198036884160;MP7;1;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;HE Grenade;24;0;0;16;5;11;0;0;0.00%
NEKiZ;76561198036884160;Kevlar + Helmet;36;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;USP-S;23;0;0;32;4;28;3;3;100.00%
NEKiZ;76561198036884160;World;0;0;0;0;0;0;1;0;0.00%
NEKiZ;76561198036884160;Glock-18;37;0;0;74;2;72;0;0;0.00%
NEKiZ;76561198036884160;Galil AR;9;0;0;82;12;70;3;2;66.67%
NEKiZ;76561198036884160;Incendiary Grenade;27;0;0;13;0;13;0;0;0.00%
NEKiZ;76561198036884160;M4A4;9;0;0;69;23;46;5;2;40.00%
NEKiZ;76561198036884160;MAC-10;3;0;0;28;0;28;0;0;0.00%
NEKiZ;76561198036884160;Knife;53;0;0;21;0;21;0;0;0.00%
NEKiZ;76561198036884160;Dual Berettas;2;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;Flashbang;92;0;0;49;0;49;0;0;0.00%
NEKiZ;76561198036884160;C4;25;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;AK-47;23;0;0;140;19;121;10;6;60.00%
NEKiZ;76561198036884160;Tec-9;5;0;0;23;2;21;1;1;100.00%
NEKiZ;76561198036884160;FAMAS;2;0;0;38;8;30;1;0;0.00%
NEKiZ;76561198036884160;P250;6;0;0;16;2;14;1;1;100.00%
NEKiZ;76561198036884160;Desert Eagle;6;0;0;4;0;4;0;0;0.00%
NEKiZ;76561198036884160;Five-SeveN;4;0;0;33;8;25;2;1;50.00%
NEKiZ;76561198036884160;MP9;4;0;0;38;5;33;1;1;100.00%
NEKiZ;76561198036884160;Defuse Kit;6;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;M4A1;3;0;0;42;5;37;2;0;0.00%
NEKiZ;76561198036884160;AWP;1;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;Kevlar Vest;9;0;0;0;0;0;0;0;0.00%
NEKiZ;76561198036884160;Smoke Grenade;91;0;0;62;0;62;0;0;0.00%
FL4MUS;76561198014259134;MAC-10;4;0;0;72;10;62;3;3;100.00%
FL4MUS;76561198014259134;Molotov;29;0;0;20;1;19;0;0;0.00%
FL4MUS;76561198014259134;World;0;0;0;0;0;0;1;0;0.00%
FL4MUS;76561198014259134;AWP;3;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Dual Berettas;1;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Kevlar Vest;18;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Flashbang;80;0;0;33;0;33;0;0;0.00%
FL4MUS;76561198014259134;HE Grenade;53;0;0;40;12;28;0;0;0.00%
FL4MUS;76561198014259134;AK-47;30;0;0;537;75;462;30;14;46.67%
FL4MUS;76561198014259134;Zeus x27;1;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Smoke Grenade;68;0;0;41;3;38;0;0;0.00%
FL4MUS;76561198014259134;M4A4;19;0;0;275;74;201;20;5;25.00%
FL4MUS;76561198014259134;Five-SeveN;2;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Defuse Kit;8;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;MP9;1;0;0;10;3;7;1;0;0.00%
FL4MUS;76561198014259134;M4A1;1;0;0;20;6;14;3;3;100.00%
FL4MUS;76561198014259134;P250;1;0;0;11;0;11;0;0;0.00%
FL4MUS;76561198014259134;Galil AR;4;0;0;33;4;29;1;0;0.00%
FL4MUS;76561198014259134;USP-S;22;0;0;46;5;41;2;2;100.00%
FL4MUS;76561198014259134;Desert Eagle;9;0;0;10;0;10;1;0;0.00%
FL4MUS;76561198014259134;C4;24;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Glock-18;29;0;0;75;8;67;3;2;66.67%
FL4MUS;76561198014259134;Tec-9;5;0;0;10;0;10;0;0;0.00%
FL4MUS;76561198014259134;Incendiary Grenade;27;0;0;19;1;18;0;0;0.00%
FL4MUS;76561198014259134;Kevlar + Helmet;35;0;0;0;0;0;0;0;0.00%
FL4MUS;76561198014259134;Knife;46;0;0;2;0;2;0;0;0.00%
Moseyuh;76561198355197522;Molotov;76;0;0;62;4;58;0;0;0.00%
Moseyuh;76561198355197522;AK-47;65;0;0;555;121;434;53;34;64.15%
Moseyuh;76561198355197522;AWP;2;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;SSG 08;1;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;P250;2;0;0;6;1;5;0;0;0.00%
Moseyuh;76561198355197522;Incendiary Grenade;75;0;0;59;1;58;0;0;0.00%
Moseyuh;76561198355197522;Dual Berettas;7;0;0;87;16;71;5;3;60.00%
Moseyuh;76561198355197522;C4;37;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;Kevlar Vest;57;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;World;0;0;0;0;0;0;1;0;0.00%
Moseyuh;76561198355197522;Glock-18;73;0;0;145;17;128;5;2;40.00%
Moseyuh;76561198355197522;Tec-9;12;0;0;38;5;33;3;3;100.00%
Moseyuh;76561198355197522;MAC-10;1;0;0;1;0;1;0;0;0.00%
Moseyuh;76561198355197522;HE Grenade;116;0;0;75;18;57;2;0;0.00%
Moseyuh;76561198355197522;M4A4;49;0;0;427;85;342;29;16;55.17%
Moseyuh;76561198355197522;Kevlar + Helmet;87;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;MP9;6;0;0;52;17;35;3;3;100.00%
Moseyuh;76561198355197522;Knife;130;0;0;143;0;143;0;0;0.00%
Moseyuh;76561198355197522;Smoke Grenade;197;0;0;106;0;106;0;0;0.00%
Moseyuh;76561198355197522;Flashbang;156;0;0;53;0;53;0;0;0.00%
Moseyuh;76561198355197522;Galil AR;19;0;0;258;55;203;17;4;23.53%
Moseyuh;76561198355197522;USP-S;60;0;0;30;5;25;1;0;0.00%
Moseyuh;76561198355197522;Desert Eagle;7;0;0;6;1;5;2;2;100.00%
Moseyuh;76561198355197522;Defuse Kit;31;0;0;0;0;0;0;0;0.00%
Moseyuh;76561198355197522;Five-SeveN;5;0;0;10;2;8;1;1;100.00%
Moseyuh;76561198355197522;M4A1;4;0;0;42;14;28;3;1;33.33%
kensizor;76561198382173659;Glock-18;38;0;0;42;9;33;4;4;100.00%
kensizor;76561198382173659;C4;22;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;Dual Berettas;3;0;0;24;7;17;4;4;100.00%
kensizor;76561198382173659;P250;2;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;Tec-9;4;0;0;1;0;1;0;0;0.00%
kensizor;76561198382173659;MAC-10;3;0;0;66;15;51;2;1;50.00%
kensizor;76561198382173659;Five-SeveN;5;0;0;16;3;13;2;1;50.00%
kensizor;76561198382173659;Molotov;37;0;0;23;0;23;0;0;0.00%
kensizor;76561198382173659;M4A4;31;0;0;387;80;307;26;15;57.69%
kensizor;76561198382173659;R8 Revolver;1;0;0;4;0;4;0;0;0.00%
kensizor;76561198382173659;Incendiary Grenade;37;0;0;20;3;17;0;0;0.00%
kensizor;76561198382173659;Kevlar + Helmet;58;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;Knife;79;0;0;78;0;78;0;0;0.00%
kensizor;76561198382173659;Galil AR;3;0;0;87;11;76;2;0;0.00%
kensizor;76561198382173659;Desert Eagle;5;0;0;4;1;3;0;0;0.00%
kensizor;76561198382173659;AK-47;45;0;0;451;66;385;24;18;75.00%
kensizor;76561198382173659;Kevlar Vest;27;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;World;0;0;0;0;0;0;2;0;0.00%
kensizor;76561198382173659;Flashbang;99;0;0;40;0;40;0;0;0.00%
kensizor;76561198382173659;Defuse Kit;11;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;M4A1;4;0;0;64;14;50;5;2;40.00%
kensizor;76561198382173659;HE Grenade;79;0;0;39;22;17;1;0;0.00%
kensizor;76561198382173659;USP-S;45;0;0;10;0;10;0;0;0.00%
kensizor;76561198382173659;MP9;9;0;0;68;18;50;6;4;66.67%
kensizor;76561198382173659;AWP;6;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;SSG 08;1;0;0;0;0;0;0;0;0.00%
kensizor;76561198382173659;Smoke Grenade;86;0;0;39;0;39;0;0;0.00%
Jee;76561198360407641;Kevlar + Helmet;86;0;0;0;0;0;0;0;0.00%
Jee;76561198360407641;Galil AR;19;0;0;194;36;158;6;4;66.67%
Jee;76561198360407641;USP-S;56;0;0;140;15;125;2;2;100.00%
Jee;76561198360407641;Glock-18;80;0;0;218;18;200;7;7;100.00%
Jee;76561198360407641;Kevlar Vest;44;0;0;0;0;0;0;0;0.00%
Jee;76561198360407641;HE Grenade;86;0;0;41;15;26;0;0;0.00%
Jee;76561198360407641;Desert Eagle;10;0;0;15;4;11;0;0;0.00%
Jee;76561198360407641;AK-47;60;0;0;676;94;582;41;23;56.10%
Jee;76561198360407641;AWP;50;0;0;111;17;94;49;4;8.16%
Jee;76561198360407641;Knife;127;0;0;49;0;49;0;0;0.00%
Jee;76561198360407641;World;0;0;0;0;0;0;1;0;0.00%
Jee;76561198360407641;Tec-9;20;0;0;58;10;48;3;2;66.67%
Jee;76561198360407641;P250;5;0;0;7;0;7;0;0;0.00%
Jee;76561198360407641;Five-SeveN;11;0;0;27;3;24;1;1;100.00%
Jee;76561198360407641;Dual Berettas;5;0;0;30;0;30;1;1;100.00%
Jee;76561198360407641;MAC-10;7;0;0;15;2;13;1;0;0.00%
Jee;76561198360407641;C4;94;0;0;0;0;0;0;0;0.00%
Jee;76561198360407641;Defuse Kit;20;0;0;0;0;0;0;0;0.00%
Jee;76561198360407641;Flashbang;287;0;0;183;1;182;0;0;0.00%
Jee;76561198360407641;M4A1;3;0;0;4;0;4;0;0;0.00%
Jee;76561198360407641;M4A4;14;0;0;132;27;105;8;4;50.00%
Jee;76561198360407641;FAMAS;1;0;0;4;0;4;0;0;0.00%
Jee;76561198360407641;Incendiary Grenade;58;0;0;38;4;34;1;0;0.00%
Jee;76561198360407641;Molotov;77;0;0;45;4;41;0;0;0.00%
Jee;76561198360407641;Smoke Grenade;244;0;0;165;1;164;0;0;0.00%
Jee;76561198360407641;MP9;2;0;0;2;1;1;0;0;0.00%
Jee;76561198360407641;SSG 08;3;0;0;9;0;9;0;0;0.00%
Jee;76561198360407641;Decoy Grenade;4;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;Knife;87;0;0;30;0;30;0;0;0.00%
z4KR;76561198137783463;HE Grenade;48;0;0;18;7;11;0;0;0.00%
z4KR;76561198137783463;Incendiary Grenade;31;0;0;13;0;13;0;0;0.00%
z4KR;76561198137783463;Kevlar + Helmet;53;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;Defuse Kit;10;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;M4A4;8;0;0;64;13;51;4;3;75.00%
z4KR;76561198137783463;Five-SeveN;6;0;0;27;8;19;4;4;100.00%
z4KR;76561198137783463;Dual Berettas;3;0;0;29;0;29;0;0;0.00%
z4KR;76561198137783463;SSG 08;4;0;0;3;1;2;0;0;0.00%
z4KR;76561198137783463;Smoke Grenade;148;0;0;105;1;104;0;0;0.00%
z4KR;76561198137783463;Decoy Grenade;6;0;0;4;0;4;0;0;0.00%
z4KR;76561198137783463;Kevlar Vest;33;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;Desert Eagle;9;0;0;27;4;23;2;1;50.00%
z4KR;76561198137783463;MP7;1;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;M4A1;1;0;0;3;0;3;0;0;0.00%
z4KR;76561198137783463;AWP;35;0;0;97;11;86;31;6;19.35%
z4KR;76561198137783463;P250;3;0;0;13;4;9;1;1;100.00%
z4KR;76561198137783463;USP-S;41;0;0;37;5;32;4;4;100.00%
z4KR;76561198137783463;MP9;1;0;0;15;2;13;1;0;0.00%
z4KR;76561198137783463;Flashbang;252;0;0;171;0;171;0;0;0.00%
z4KR;76561198137783463;World;0;0;0;0;0;0;1;0;0.00%
z4KR;76561198137783463;Galil AR;13;0;0;94;12;82;3;1;33.33%
z4KR;76561198137783463;MAC-10;3;0;0;7;2;5;0;0;0.00%
z4KR;76561198137783463;Molotov;50;0;0;24;5;19;0;0;0.00%
z4KR;76561198137783463;Glock-18;50;0;0;50;8;42;5;3;60.00%
z4KR;76561198137783463;Tec-9;20;0;0;60;11;49;5;4;80.00%
z4KR;76561198137783463;C4;86;0;0;0;0;0;0;0;0.00%
z4KR;76561198137783463;AK-47;27;0;0;249;31;218;10;7;70.00%
br0;76561198060483793;Tec-9;15;0;0;66;7;59;2;2;100.00%
br0;76561198060483793;Defuse Kit;6;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;MP9;2;0;0;79;5;74;1;0;0.00%
br0;76561198060483793;Dual Berettas;2;0;0;24;4;20;2;2;100.00%
br0;76561198060483793;Knife;69;0;0;44;0;44;0;0;0.00%
br0;76561198060483793;Galil AR;5;0;0;53;4;49;2;1;50.00%
br0;76561198060483793;MAC-10;3;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;HE Grenade;75;0;0;47;23;24;0;0;0.00%
br0;76561198060483793;M4A4;24;0;0;518;59;459;18;10;55.56%
br0;76561198060483793;Flashbang;125;0;0;79;0;79;0;0;0.00%
br0;76561198060483793;Smoke Grenade;97;0;0;49;1;48;0;0;0.00%
br0;76561198060483793;C4;22;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;AWP;6;0;0;1;0;1;1;0;0.00%
br0;76561198060483793;Incendiary Grenade;34;0;0;17;4;13;0;0;0.00%
br0;76561198060483793;AK-47;36;0;0;677;75;602;33;24;72.73%
br0;76561198060483793;Five-SeveN;4;0;0;21;0;21;0;0;0.00%
br0;76561198060483793;FAMAS;3;0;0;45;9;36;4;3;75.00%
br0;76561198060483793;Kevlar Vest;31;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;Glock-18;45;0;0;78;9;69;2;2;100.00%
br0;76561198060483793;MP7;1;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;Molotov;48;0;0;44;10;34;0;0;0.00%
br0;76561198060483793;USP-S;27;0;0;42;4;38;3;3;100.00%
br0;76561198060483793;Desert Eagle;4;0;0;1;0;1;0;0;0.00%
br0;76561198060483793;M4A1;2;0;0;13;3;10;1;0;0.00%
br0;76561198060483793;P250;2;0;0;0;0;0;0;0;0.00%
br0;76561198060483793;Kevlar + Helmet;48;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;Desert Eagle;2;0;0;7;1;6;1;1;100.00%
susp;76561198342718168;Galil AR;8;0;0;89;12;77;2;1;50.00%
susp;76561198342718168;MP9;8;0;0;26;7;19;1;1;100.00%
susp;76561198342718168;AK-47;43;0;0;663;85;578;31;21;67.74%
susp;76561198342718168;M4A1;14;0;0;32;14;18;4;1;25.00%
susp;76561198342718168;Incendiary Grenade;33;0;0;22;0;22;0;0;0.00%
susp;76561198342718168;Defuse Kit;21;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;Kevlar Vest;21;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;Glock-18;52;0;0;52;4;48;3;2;66.67%
susp;76561198342718168;MAC-10;3;0;0;18;2;16;0;0;0.00%
susp;76561198342718168;HE Grenade;91;0;0;64;12;52;0;0;0.00%
susp;76561198342718168;Kevlar + Helmet;65;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;AWP;3;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;FAMAS;4;0;0;26;2;24;2;1;50.00%
susp;76561198342718168;Smoke Grenade;120;0;0;80;1;79;0;0;0.00%
susp;76561198342718168;Tec-9;10;0;0;23;5;18;2;2;100.00%
susp;76561198342718168;USP-S;39;0;0;43;4;39;1;1;100.00%
susp;76561198342718168;Flashbang;96;0;0;35;0;35;0;0;0.00%
susp;76561198342718168;Molotov;43;0;0;33;6;27;0;0;0.00%
susp;76561198342718168;Dual Berettas;6;0;0;37;6;31;4;4;100.00%
susp;76561198342718168;P250;2;0;0;0;0;0;0;0;0.00%
susp;76561198342718168;M4A4;27;0;0;366;54;312;20;5;25.00%
susp;76561198342718168;Knife;83;0;0;158;0;158;0;0;0.00%
susp;76561198342718168;C4;42;0;0;0;0;0;0;0;0.00%
